sveitarfelag,ar,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,breyting_lifeyrisskuldbindinga,afborganir_langtimalana,adrar_fjarmognunarhreyfingar,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,eiginfjarhlutfall,framlegd,framlegd_hlutf,handbaert_fe_per_ibui,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,skattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,timi_borga_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,cpi,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,rekstrarnidurstada_kjortimabil,tekjur_kjortimabil,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil
Grímsnes- og Grafningshreppur,2002,A og B-hluti,137154000,360924000,203958000,118933000,34703000,163689000,10949000,-4268000,0,36001000,0,-11952000,0,223770000,82485000,0,57508000,23352000,-25087000,44869000,65626000,48762000,348,0.6199920204807661,51218000,0.2511203286951235,165252.8735632184,0.22587804941550158,99721.2643678161,188580.45977011495,0.400918815558773,3589660.8000000003,31113339.2,89406.14712643679,54669000,0.268040478922131,0.1765118308671393,486900000,20620433000,0.023612501250579947,341761.4942528736,0.38000797951923393,0.6724619774659488,394120.6896551724,1.1211394118370863,0.2390786338363781,3.532245632065776,0.4123239581617526,5.109409625727115e-4,NA,0.13505657144545213,737311000,4622523000,0.15950401977448248,1503949.0056093829
Grindavíkurbær,2002,A-hluti,739657000,2131657000,662002000,516949000,102798000,774675000,38436000,108810000,0,-3863000,22913000,-70700000,-100476000,1392000000,158413000,14066000,5335000,190042000,-86607000,189000000,352302000,39745000,2341,0.6530131254699982,-74237000,-0.11214014459170818,2278.9406236651002,0.1658709118398314,43912.00341734302,150492.09739427594,0.45477393745764355,11651235.200000001,91146764.8,38934.970012815036,595310000,0.8992571019422902,-0.005835329802628995,91826000,2931010000,0.031329132278634327,220824.00683468604,0.34698687453000177,1.1173032709870967,315957.7103801794,14.978236256132847,0.06003758296802729,0.8335683690973574,0.4123239581617526,0.0016583999603107511,NA,0.37848288975718786,970171000,13441664000,0.07217640613543085,281188.6095210492
Grindavíkurbær,2002,A og B-hluti,1459053000,2748014000,803514000,516949000,102798000,892464000,97074000,65986000,0,-22964000,25871000,-132253000,-66922000,1288961000,279371000,0,5849000,290025000,-85003000,189000000,374816000,78177000,2341,0.4690518316136672,8124000,0.010110589236777455,2498.504912430585,0.1658709118398314,43912.00341734302,160109.35497650577,0.41997884508506783,14141846.4,88656153.6,37871.060914139256,1179682000,1.4681536351575704,-0.02857946470129954,24970000,2689982000,0.00928258999502599,220824.00683468604,0.5309481683863329,1.8158401720442954,623260.5724049552,15.089885772030136,0.0972938866030959,0.9632652357555384,0.4123239581617526,0.0020129056796038877,NA,0.6751839797942684,1207472000,14889347000,0.08109637044525861,349966.5241649156
Grundarfjarðarbær,2002,A-hluti,248475000,539643000,342224000,195785000,87530000,322565000,13956000,-12503000,0,7156000,1115000,-17248000,-12013000,291168000,86200000,50102000,4868000,51105000,-10353000,26000000,189837000,24012000,965,0.5395567069340286,33615000,0.09822513909018654,5044.559585492228,0.3089494026084041,90704.66321243523,196722.27979274612,0.5885232433773038,6023142.4,81506857.6,84463.06487046632,212377000,0.6205789190705503,0.020910280985553323,121433000,8227543000,0.014759327298562889,202886.0103626943,0.4604432930659714,0.7260595399504418,257487.04663212434,8.844619356988172,0.07016457057365935,1.6867234125819393,0.4123239581617526,8.573150353282715e-4,NA,0.15857410623172785,24995000,4115739000,0.0060730284403359884,28721.631715024418
Grundarfjarðarbær,2002,A og B-hluti,542814000,868214000,391809000,195785000,87530000,369951000,21896000,-23974000,0,-2116000,1115000,-23943000,-1228000,325400000,53995000,0,4868000,106075000,-57508000,62138000,196740000,23339000,965,0.3747923898946573,43754000,0.11167175843331828,5044.559585492228,0.3089494026084041,90704.66321243523,203875.6476683938,0.5318001573181314,6895838.4,80634161.6,83558.71668393782,488819000,1.2475951292594096,-0.005400590593886307,107131000,4887178000,0.02192083038514251,202886.0103626943,0.6252076101053428,1.3854046231709838,562501.5544041451,20.94429924161275,0.059567289163852795,0.5090266320999293,0.4123239581617526,9.81531823241312e-4,NA,0.288100401568058,171752000,4819967000,0.035633438984125826,197359.3794886527
Grýtubakkahreppur,2002,A-hluti,61267000,332264000,140822000,84610000,28169000,132640000,9081000,5729000,0,13911000,2912000,-3032000,-8268000,270998000,30608000,8213000,7362000,18235000,-7028000,NA,63281000,24613000,395,0.8156104784147545,17263000,0.12258737981281334,18637.974683544304,0.24977167735127995,71313.92405063291,160205.06329113923,0.47708835946924005,2478467.2,25690532.8,65039.3235443038,38872000,0.27603641476473845,0.09878428086520571,4774000,2554675000,0.0018687308561754431,214202.53164556963,0.18438952158524546,0.4350669639686981,155106.32911392406,1.579327997399748,0.17478092911618923,1.6785302988757884,0.4123239581617526,3.5277718075002885e-4,NA,0.22383010437635403,-77089526.99999994,1791598445,-0.043028351143718446,-207788.4824797842
Grýtubakkahreppur,2002,A og B-hluti,117689000,387907000,161850000,84610000,28169000,152554000,13551000,1119000,0,10415000,2912000,-3947000,-80000,270217000,21365000,0,7362000,19564000,-22053000,5980000,77567000,27488000,395,0.6966025361749079,22847000,0.14116156935434043,18637.974683544304,0.24977167735127995,71313.92405063291,196372.15189873418,0.5084560221298687,2848560,25320440,64102.379746835446,96324000,0.5951436515291937,0.06434970651838122,53871000,1618542000,0.03328365899680082,214202.53164556963,0.30339746382509214,0.72714859437751,297946.83544303797,3.5042200232828873,0.16983626814952116,1.09205683909221,0.4123239581617526,4.054550191333184e-4,NA,0.34427893588265923,-31283155.00000004,2406159527,-0.01300128052565321,-84321.17250673866
Hafnarfjarðarkaupstaður,2002,A-hluti,10312118000,11660666000,5689777000,4759931000,249300000,5942821000,274879000,776500000,-62888000,460568000,114804000,-409339000,89498000,1348548000,1332285000,7171000,17016000,1278964000,-698978000,1004349000,2999742000,126003000,20264,0.1156493119689733,21835000,0.0038375844958422798,839.7157520726412,0.04976811810036311,12302.60560600079,148033.06356099487,0.5047673487052697,100140075.2,149159924.8,7360.83324121595,8987004000,1.5795002159135587,0.08094658191349151,389432000,6811112000,0.05717597948763726,234895.92380576392,0.8843506880310267,1.812394053404905,508888.57086458744,71.32373038737173,0.022145507635888014,1.0416907747207897,0.4123239581617526,0.014253621516214489,NA,0.22269409564848147,1053844000,111429318000,0.009457510993650702,35462.366134147676
Hafnarfjarðarkaupstaður,2002,A og B-hluti,13675015000,17744387000,6323329000,4759931000,249300000,6396765000,420499000,785603000,-88271000,623896000,124114000,-485870000,70801000,4069372000,1232064000,0,54520000,1256181000,-821323000,1084925000,3097121000,262618000,20264,0.22933291524807253,347063000,0.05488612090245502,2690.485590209238,0.04976811810036311,12302.60560600079,152838.58073430715,0.48416988899857977,111290590.4,138009409.6,6810.570943545203,12442951000,1.9677848487719047,0.09866575027173187,1053738000,12664015000,0.08320726088843072,234895.92380576392,0.7706670847519275,2.162629051880742,674842.8247137781,47.38041946858174,0.04153160463420455,0.9808013335657839,0.4123239581617526,0.015840750575726086,NA,0.27284990223105376,3920114000,119931001000,0.03268641108065128,131913.75379619582
Heild,2002,A-hluti,108299688000,198703565000,87121738000,64722240000,7796739000,92165731000,4047579000,5085965000,645738000,687710000,5857905000,NA,NA,90403868000,23688340000,3212673000,3900249000,19555356000,NA,NA,45244461000,6582429000,286286,0.45496852560244705,-996414000,-0.011437030790180058,13623.610655079186,0.10751308288551607,27234.091083741434,158039.37670720887,0.4909032946312768,1533342588.8000002,6263396411.2,21878.109342405845,87824021000,1.0080609388210322,0.007893667135061056,648561000,89678555000,0.0072320634515130175,226075.4629985399,0.545031474397553,1.2430845674818838,378291.94581642136,13.342190398103801,0.07555438115800674,1.2113479294368255,0.4123239581617526,0.21825113344280478,NA,0.2389651132255118,12172245395.999996,1462499250056,0.008322907102710591,33851.49775257228
Heild,2002,A og B-hluti,180186718000,330659817000,112468836000,64544112000,7796739000,116422985000,11655867000,3800181000,3210082000,3056114000,6274378000,NA,NA,150473091000,26575913000,0,6305250000,26640360000,NA,NA,52227053000,11215659000,286286,0.4550691776376323,7701718000,0.06847868506436752,22024.30436696171,0.10777781699029225,27234.091083741434,182429.64378279063,0.4485974397581371,1979451513.6000001,5817287486.4,20319.846190173463,153610805000,1.3658077247282971,0.02717298505694502,3726041000,200895094000,0.018547197573674946,225453.2600266866,0.5449308223623677,1.6021035195918627,629394.0954150744,13.69610158440088,0.09972237109309107,0.9975808510095209,0.4123239581617526,0.2817488665571952,NA,0.23188531459118222,75253732148,1860441978751,0.0404493840751332,209283.6170981102
Helgafellssveit,2002,A-hluti,10819000,66189000,13889000,8538000,2687000,19436000,776000,1911000,0,-3636000,0,NA,NA,55370000,33936000,0,32539000,10819000,NA,NA,1170000,-2860000,58,0.8365438365891613,-4771000,-0.3435092519259846,561017.2413793104,0.23937639198218263,46327.58620689655,20172.41379310345,0.060197571516773,244446.40000000002,2442553.6,42112.99310344828,-23117000,-1.6644106847145224,-0.26178990568075455,-2191720000,64833167000,-0.03380553660135097,147206.89655172414,0.16345616341083868,0.7789617683058535,186534.4827586207,100000,-0.2059183526531788,3.136703946760329,0.4123239581617526,3.4793727282932714e-5,NA,0.5145044702301693,40708000,259173000,0.15706883047231,651328
Helgafellssveit,2002,A og B-hluti,10819000,66189000,13889000,8538000,2687000,19436000,776000,1911000,0,-3636000,0,NA,NA,55370000,33936000,0,32539000,10819000,NA,NA,1170000,-2860000,58,0.8365438365891613,-4771000,-0.3435092519259846,561017.2413793104,0.23937639198218263,46327.58620689655,20172.41379310345,0.060197571516773,244446.40000000002,2442553.6,42112.99310344828,-23117000,-1.6644106847145224,-0.26178990568075455,-715783000,33620709000,-0.021289943647529862,147206.89655172414,0.16345616341083868,0.7789617683058535,186534.4827586207,100000,-0.2059183526531788,3.136703946760329,0.4123239581617526,3.4793727282932714e-5,NA,0.47583234375687206,32139000,266848000,0.12043935124115601,514224
Hörgársveit,2002,A-hluti,26683000,170198000,106523000,64912000,34028000,106194000,6916000,-95000,0,234000,0,-1577000,323000,143516000,26855000,0,17886000,9524000,-8262000,NA,19870000,7409000,572,0.8432296501721525,7245000,0.06801348065675958,31269.23076923077,0.3439256114817061,59489.51048951049,34737.76223776224,0.1871103828841554,1874804.8,32153195.2,56211.87972027972,-172000,-0.0016146747650742093,0.002196708692019564,25072000,263240000,0.09524388390822064,113482.51748251748,0.15677034982784754,0.2504905043981112,46648.6013986014,0,0.06955305426996987,2.8197186056278873,0.4123239581617526,2.6685378438763346e-4,NA,0.09958238321471623,185669000,2972730000,0.06245740447332923,300435.27508090617
Hörgársveit,2002,A og B-hluti,26359000,169423000,106808000,64912000,34028000,106519000,7241000,-506000,0,-217000,0,-1578000,0,143065000,26623000,0,17886000,9200000,-7938000,NA,19870000,7409000,572,0.8444249009874693,7530000,0.07050033705340424,31269.23076923077,0.3439256114817061,59489.51048951049,34737.76223776224,0.18653949060730948,1879820.8,32148179.2,56203.11048951049,-264000,-0.0024717249644221405,-0.002031683019998502,11422000,292678000,0.03902582360136395,113482.51748251748,0.15557509901253075,0.24678863006516366,46082.167832167834,0,0.06936746311137743,2.893804347826087,0.4123239581617526,2.6756774595978664e-4,NA,0.09837319788467208,164485000,2994990000,0.054920049816526935,266156.9579288026
Hrunamannahreppur,2002,A-hluti,186863000,408092000,292822000,125698000,107016000,272887000,5584000,-2895000,0,17040000,0,-19117000,9405000,221229000,71309000,16681000,251000,58898000,-43993000,52000000,148670000,22362000,747,0.5421057016555091,25519000,0.08714850660127996,336.0107095046854,0.459860601424925,143261.04417670684,199022.7576974565,0.544804259638605,5153667.2,101862332.8,136361.89129852745,132235000,0.45158833694189643,0.058192348935530804,128372000,1996875000,0.0642864475743349,168270.41499330656,0.4578942983444909,0.6381453579307566,250151.2717536814,5.913379840801359,0.07636721284602933,1.21072022819111,0.4123239581617526,7.335566858984032e-4,NA,0.19796004631635597,198793000,4124342000,0.048199931043545856,248491.25
Hrunamannahreppur,2002,A og B-hluti,256214000,490160000,316326000,125698000,107016000,298708000,17280000,-15666000,0,1952000,0,-21648000,15730000,233946000,62633000,0,3196000,64635000,-50822000,52000000,154603000,23318000,747,0.47728496817365756,34898000,0.11032289473517827,4278.447121820615,0.459860601424925,143261.04417670684,206965.19410977242,0.5175723448986971,5567337.600000001,101448662.4,135808.1156626506,193581000,0.6119667684603858,0.00617084906077907,74658000,1463453000,0.051014962557731615,168270.41499330656,0.5227150318263425,0.8099681973660084,342990.62918340025,8.301784029505104,0.07371509139305653,0.9690260694670071,0.4123239581617526,7.924372220102939e-4,NA,0.2243470692434523,310460000,4964950000,0.062530337667046,388075
Húnavatnshreppur,2002,A-hluti,54212000,312549000,161018000,98011000,57180000,185988000,5591000,7246000,0,-17724000,0,-5463000,-59000,258339000,169373000,472000,142252000,11961000,-15004000,NA,12476000,-9694000,512,0.8265551961452444,-19379000,-0.12035300401197381,277835.9375,0.36844920130677683,111679.6875,24367.1875,0.06707959653310966,2833916.8000000003,54346083.2,106144.69375,-114689000,-0.712274404103889,-0.11007465003912606,206426000,2826526000,0.07303170039829812,191427.734375,0.17344480385475558,0.3366828553329441,105882.8125,100000,-0.0602044491920158,14.160438090460664,0.4123239581617526,4.033707523682957e-4,NA,0.13692250184375096,-36775000,1943102000,-0.018925923600510937,-98263.19305277221
Húnavatnshreppur,2002,A og B-hluti,54783000,316187000,161957000,98012000,57180000,187010000,5788000,7201000,0,-17852000,0,-5526000,-76000,261406000,168900000,0,142251000,12028000,-16338000,NA,12537000,-9610000,512,0.8267449325873613,-19265000,-0.11895132658668658,277833.984375,0.368446827156039,111679.6875,24486.328125,0.06703919576493236,2850443.2,54329556.8,106112.415625,-114117000,-0.7046129528208105,-0.11022678859203369,94585000,1780272000,0.05312952178094134,191429.6875,0.17325506741263874,0.33825645078631983,106998.046875,100000,-0.05933673752909723,14.042234785500499,0.4123239581617526,4.057230678639163e-4,NA,0.09153674051473648,-66947000,2000072000,-0.033472294997380095,-178883.09953239813
Húnaþing vestra,2002,A-hluti,248836000,1032574000,490604000,203549000,159521000,548484000,34194000,617000,0,-57263000,1975000,-22331000,42924000,783736000,90347000,19313000,5508000,73919000,-43691000,15000000,277466000,-4021000,1312,0.7590119449066121,-23686000,-0.0482792639277299,4198.170731707317,0.4393670642024954,121586.12804878049,211483.23170731709,0.5058780201427936,8634630.4,150886369.6,115004.85487804878,177802000,0.3624144931553758,-0.11671939079175873,-179419000,1527200000,-0.11748232058669461,155144.05487804877,0.24098805509338794,0.507203365647243,189661.58536585365,100000,-0.00819601960032939,1.222243266277953,0.4123239581617526,0.0012290259759461387,NA,0.2543815170721734,253064000,5987719000,0.042263840370598556,210579.57145828998
Húnaþing vestra,2002,A og B-hluti,531572000,1383817000,539980000,203549000,159521000,612918000,65803000,-25563000,0,-98501000,1975000,-33429000,-58000,852244000,73280000,0,5508000,86039000,-76833000,91300000,282297000,6407000,1312,0.6158646699671995,-7135000,-0.01321345235008704,4198.170731707317,0.4393670642024954,121586.12804878049,215165.3963414634,0.46057873973353697,9503648,150017352,114342.49390243902,458292000,0.848720322974925,-0.18241601540797808,-220530000,1557546000,-0.1415881136094857,155144.05487804877,0.38413533003280054,0.9844290529278862,405161.5853658537,71.52988918370532,0.011865254268676618,0.851706784132777,0.4123239581617526,0.0013527191920396,NA,0.3632531870039259,246242000,6629910000,0.03714107732985817,204902.8500104015
Hvalfjarðarsveit,2002,A-hluti,50349000,529804000,158999000,111962000,34054000,156579000,8088000,4072000,0,6492000,0,-5988000,NA,479455000,79366000,0,51257000,20183000,-17837000,5457000,11487000,17285000,557,0.9049667424179508,10508000,0.06608846596519476,92023.33931777379,0.23322101687486302,61138.240574506286,20622.9802513465,0.07336232828157033,2798382.4000000004,31255617.6,56114.214721723525,-29017000,-0.18249800313209516,0.04083044547449984,63274000,3501032000,0.018072956773888385,201008.97666068224,0.09503325758204917,0.31666236894571664,90393.1777378815,0,0.10871137554324241,3.9323192786008025,0.4123239581617526,3.983128982834631e-4,NA,0.47140168715533626,1387834000,3974572000,0.3491782259825712,2170186.082877248
Hvalfjarðarsveit,2002,A og B-hluti,50349000,529804000,158999000,111962000,34054000,156579000,8088000,4072000,0,6492000,0,-5988000,NA,479455000,79366000,0,51257000,20183000,-17837000,5457000,11487000,17285000,557,0.9049667424179508,10508000,0.06608846596519476,92023.33931777379,0.23322101687486302,61138.240574506286,20622.9802513465,0.07336232828157033,2798382.4000000004,31255617.6,56114.214721723525,-29017000,-0.18249800313209516,0.04083044547449984,37773000,2083553000,0.018129128464694683,201008.97666068224,0.09503325758204917,0.31666236894571664,90393.1777378815,0,0.10871137554324241,3.9323192786008025,0.4123239581617526,3.983128982834631e-4,NA,0.47140168715533626,1387991000,4009248000,0.3461973417458835,2170431.5871774824
Hveragerðisbær,2002,A-hluti,810729000,1096349000,580603000,359024000,123628000,576734000,26849000,-30590000,0,-26721000,20671000,-40068000,44973000,285620000,251290000,50648000,171000,282106000,-127471000,30000000,330314000,21249000,1872,0.26051923247068226,30718000,0.05290706386291494,91.34615384615384,0.2561431424711801,66040.5982905983,176449.7863247863,0.5727319700243093,10218612.8,113409387.2,60581.93760683761,610087000,1.05078168731474,-0.046022841769677386,405510000,2811947000,0.14420968816268587,191786.32478632478,0.7394807675293178,1.396356891025365,433081.73076923075,28.711327591886675,0.03659815743287582,0.8907644644211751,0.4123239581617526,0.0014544850199188265,NA,0.16065533618408576,-386317000,12212120000,-0.031633901402868626,-144810.04591884546
