sveitarfelag,ar,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,breyting_lifeyrisskuldbindinga,afborganir_langtimalana,adrar_fjarmognunarhreyfingar,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,eiginfjarhlutfall,framlegd,framlegd_hlutf,handbaert_fe_per_ibui,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,skattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,timi_borga_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,cpi,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,rekstrarnidurstada_kjortimabil,tekjur_kjortimabil,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil
Fljótsdalshreppur,2009,A og B-hluti,67490000,867214000,171727000,146237000,17199000,111201000,322000,52622000,-3308000,109840000,0,-13282000,0,799724000,517007000,0,505205000,30339000,-171950000,NA,12324000,122061000,135,0.9221760718807583,60848000,0.3543298374745963,3742259.2592592593,0.10523385300668152,127400,91288.88888888889,0.1108263414897348,3022395.2,14176604.8,105011.88740740741,-449517000,-2.6176256500142667,0.6396198617573241,312836000,549697000,0.569106253081243,1083237.037037037,0.07782392811924166,0.39300750609979795,499925.9259259259,0,0.7107851415327817,17.04100332904842,0.6385994893757206,2.182357179841001e-4,NA,2.0494989371393864,-85971000,887553000,-0.09686294790282947,-1029592.8143712574
Flóahreppur,2009,A-hluti,65737000,496474000,371988000,161032000,174677000,339719000,6530000,15621000,0,47890000,0,-4589000,28430000,430737000,207947000,980000,164615000,34372000,-88436000,NA,170766000,55210000,596,0.8675922606219056,38799000,0.1043017516694087,276199.6644295302,0.520322660399334,293082.2147651007,286520.1342281879,0.5026683818096721,6546988.800000001,168130011.2,282097.3342281879,-141230000,-0.37966278482101573,0.12874071206598062,130275000,1120706000,0.11624368924588607,270187.9194630872,0.13240773937809436,0.17671806617417765,110296.9798657718,0,0.14841876619675903,6.04989526358664,0.6385994893757206,4.727332816707299e-4,NA,0.2654967689822294,53735000,3017907000,0.017805386315747965,79962.79761904762
Flóahreppur,2009,A og B-hluti,142216000,524581000,380712000,160565000,174677000,349251000,9239000,2123000,0,33584000,0,-6269000,1000,382368000,202884000,0,164615000,36594000,-54962000,NA,170766000,51781000,596,0.7289017330021483,40700000,0.10690495702788459,276199.6644295302,0.5210474821173958,293082.2147651007,286520.1342281879,0.48894920844893786,6700531.2,167976468.8,281839.7127516779,-60668000,-0.15935405240706885,0.0882136628212402,113732000,1131323000,0.10053008734022026,269404.3624161074,0.27109826699785167,0.37355271176112126,238617.44966442953,0,0.13601094790813004,5.544187571733071,0.6385994893757206,4.8381999723492937e-4,NA,0.5508106307660131,44330000,3113968000,0.014235855988243938,65967.26190476191
Garðabær,2009,A-hluti,9430791000,16843306000,6477379000,5494849000,219166000,6177200000,286494000,-226602000,0,73577000,91916000,-1084330000,354052000,7412515000,2038461000,39236000,586118000,2439663000,-1201084000,987887000,3070164000,498810000,12876,0.4400867026936398,586673000,0.09057259116689019,45520.192606399505,0.0383558671092043,17021.279900590245,238440.8201304753,0.4970154762675646,114001870.4,105164129.6,8167.453370611991,7431566000,1.1473106637731094,0.011359069771893849,-1585396000,19219360000,-0.08248953138918258,426751.2426219323,0.5599132973063602,1.4559578804945643,732431.7334575956,14.898590645736853,0.07700799968629286,0.8355502378812155,0.6385994893757206,0.008231643578005394,NA,0.4310345639244457,288817000,65635708000,0.004400302957042834,17339.857410881803
Garðabær,2009,A og B-hluti,9600042000,16815880000,6902339000,5492104000,219166000,6332771000,346970000,-459450000,0,110118000,91916000,-1088401000,181193000,7215838000,1933979000,0,586118000,2270527000,-1272926000,987887000,3094892000,748862000,12876,0.4291085569116811,916538000,0.13278658147622133,45520.192606399505,0.0383743020379005,17021.279900590245,240361.29232680958,0.4887105502472772,121481166.4,97684833.6,7586.582292637465,7666063000,1.1106471299077023,0.01595372235411793,-687515000,19940132000,-0.03447895931681896,426538.055296676,0.570891443088319,1.3908389605320748,745576.421248835,10.236950199102104,0.10849394676210485,0.8517753807816423,0.6385994893757206,0.008771695233915782,NA,0.42606291803357554,2500210000,69309515000,0.03607311348232634,150106.41651031896
Grímsnes- og Grafningshreppur,2009,A-hluti,794711000,1452424000,478213000,339158000,60106000,476477000,13124000,56051000,0,57787000,0,-7686000,-56368000,657714000,244510000,68188000,58905000,69145000,-16667000,NA,136227000,42943000,442,0.4528388404487946,14860000,0.03107401931775171,133269.23076923078,0.15054199727498596,135986.4253393665,308205.8823529412,0.2859046711593634,8416548.8,51689451.2,116944.4597285068,618389000,1.2931246118361484,0.12083945856762572,101089000,1459457000,0.06926480190920321,767325.7918552036,0.5471611595512054,1.6618347891002545,1797988.6877828054,14.400228209486995,0.08979889714415962,3.5361920601634247,0.6385994893757206,6.077271332075356e-4,NA,0.9946967762607829,658272000,3932384000,0.16739769056124731,1342727.1800101988
Grímsnes- og Grafningshreppur,2009,A og B-hluti,1045695000,1517078000,527971000,338583000,60106000,514726000,35012000,-19022000,0,-5777000,0,-20826000,1000,471383000,171442000,-1000,70086000,82188000,-62938000,NA,150491000,53141000,442,0.3107177086478085,48257000,0.09140085345596634,158565.6108597285,0.150759112992834,135986.4253393665,340477.3755656109,0.29237108675295204,9292289.600000001,50813710.4,114963.14570135747,874252000,1.655871250504289,-0.01094188885374386,44546000,1521395000,0.02927970711090808,766024.886877828,0.6892822913521914,1.9805917370461634,2365825.7918552035,16.451553414501046,0.1006513615331145,2.0859736214532534,0.6385994893757206,6.709610618003186e-4,NA,1.0297037015154649,737311000,4622523000,0.15950401977448248,1503949.0056093829
Grindavíkurbær,2009,A-hluti,2126157000,7589808000,1342407000,1012414000,226257000,1743572000,113637000,329854000,-3195000,-74506000,28873000,-134736000,38712000,5463651000,3694477000,53480000,3402728000,504919000,-939411000,NA,840977000,178779000,2850,0.7198668266707142,-287528000,-0.21418839442881332,1193939.649122807,0.18266109402738903,79388.42105263157,295079.649122807,0.48232995253422284,23626363.200000003,202630636.8,71098.46905263158,-1514840000,-1.1284506114762511,-0.05550179640004857,150294000,4219573000,0.03561829597449789,355232.98245614034,0.2801331733292858,1.5838393274170948,746020,0,0.13317794081824663,7.316969652558133,0.6385994893757206,0.001705970263685279,NA,1.0879556949200417,970171000,13441664000,0.07217640613543085,281188.6095210492
Grindavíkurbær,2009,A og B-hluti,3141499000,8241220000,1561659000,1012414000,226257000,1868164000,175338000,195036000,-3195000,-114664000,34832000,-221441000,0,5099721000,3671390000,0,3402897000,493241000,-1044302000,117910000,867646000,287942000,2850,0.6188065601937577,-131167000,-0.08399208790139205,1193998.9473684211,0.18266109402738903,79388.42105263157,304437.1929824561,0.46443781166963927,27485198.400000002,198771801.6,69744.49178947369,-529891000,-0.33931287176009617,-0.07342447999211095,-130007000,4449675000,-0.029217190019495805,355232.98245614034,0.3811934398062423,2.0116421062472667,1102280.350877193,0,0.18438212183325553,7.443399879572055,0.6385994893757206,0.0019846021482430357,NA,1.4537441733368934,1207472000,14889347000,0.08109637044525861,349966.5241649156
Grundarfjarðarbær,2009,A-hluti,1298029000,1130076000,543930000,331480000,120649000,519765000,32652000,-97115000,0,-72950000,291000,-77437000,33651000,-167953000,106624000,0,2878000,246678000,-39909000,77419000,290535000,27122000,925,-0.14862097770415442,56817000,0.10445645579394407,3111.3513513513512,0.2668464088788819,130431.35135135135,314091.8918918919,0.5589737669908517,9573168,111075832,120081.98054054054,1191405000,2.190364568970272,-0.1341165223466255,-841002000,1749639000,-0.48067172713914125,358356.75675675675,1.1486209777041545,2.3863897928042213,1403274.5945945946,43.927623331612715,0.04986303384626698,0.43223959980217125,0.6385994893757206,6.912422279728381e-4,NA,0.8283883229212736,24995000,4115739000,0.0060730284403359884,28721.631715024418
Grundarfjarðarbær,2009,A og B-hluti,1665607000,1422344000,647009000,331480000,120649000,576362000,45497000,-139563000,0,-68916000,291000,-108085000,5586000,-243263000,79635000,0,2882000,238638000,-24694000,77419000,301923000,66676000,925,-0.171029652461008,116144000,0.17950909492758216,3115.675675675676,0.2668464088788819,130431.35135135135,326403.24324324325,0.5238426544428675,11387358.4,109261641.6,118120.69362162161,1585972000,2.4512363815650167,-0.10651474709007139,-540588000,1842826000,-0.29334728292307577,358356.75675675675,1.171029652461008,2.574318131587041,1800656.2162162163,23.786249925010498,0.1030526623277265,0.3337062831569155,0.6385994893757206,8.222380502610225e-4,NA,0.884026656561121,171752000,4819967000,0.035633438984125826,197359.3794886527
Grýtubakkahreppur,2009,A-hluti,147057000,513946000,232201000,118428000,74225000,227661000,13779000,8220000,0,12760000,2077000,-7049000,-902000,366889000,94872000,5875000,66330000,43705000,5439000,NA,123356000,31334000,338,0.7138668264759332,18319000,0.07889285575858847,196242.60355029587,0.38527819447400247,219600.59171597633,364958.5798816568,0.541840719315122,4086737.6,70138262.4,207509.65207100593,58060000,0.2500419894832494,0.05495239038591565,23649000,765962000,0.03087489979920675,350378.6982248521,0.28613317352406675,0.6333176859703447,435079.88165680476,1.8529392991638476,0.1349434326294891,2.1707356137741676,0.6385994893757206,2.9508785427816256e-4,NA,0.5372514348551992,-77089526.99999994,1791598445,-0.043028351143718446,-207788.4824797842
Grýtubakkahreppur,2009,A og B-hluti,263472000,588675000,291564000,117452000,74225000,270761000,17828000,-5643000,0,15160000,2077000,-21508000,0,325203000,85357000,0,66330000,44321000,-34916000,40944000,158217000,43242000,338,0.5524321569626705,38631000,0.13249578137218587,196242.60355029587,0.38723999227867717,219600.59171597633,468097.63313609466,0.5843419103932989,5131526.4,69093473.6,204418.56094674554,178115000,0.6108950350523384,0.05199544525387222,25076000,809939000,0.03096035627374407,347491.124260355,0.44756784303732955,0.9036506564596453,779502.9585798817,4.119027797049165,0.1483104910071202,1.9258816362446696,0.6385994893757206,3.705280991242854e-4,NA,0.7707420387196424,-31283155.00000004,2406159527,-0.01300128052565321,-84321.17250673866
Hafnarfjarðarkaupstaður,2009,A-hluti,33249506000,37317760000,12908494000,10495797000,483856000,12499403000,571360000,-1922415000,0,-1513324000,549000000,-1087833000,-887195000,4068254000,2214388000,0,39143000,7290435000,511160000,1558241000,6643824000,25056000,25850,0.1090165647670171,980451000,0.07595394164493549,1514.2359767891683,0.04406842365601171,18717.833655705996,257014.46808510637,0.5315313059351715,227189494.4,256666505.6,9929.07178336557,31035118000,2.404240029859409,-0.11723474481221434,-7859325000,39508205000,-0.1989289313447675,406026.96324951644,0.8909834352329828,2.5757850605965342,1286247.8143133463,1238.6301883780332,0.0019410474994216987,0.3037388029658038,0.6385994893757206,0.016404493505292984,NA,0.7180356808784344,1053844000,111429318000,0.009457510993650702,35462.366134147676
Hafnarfjarðarkaupstaður,2009,A og B-hluti,41662995000,48585014000,14161134000,10463065000,483856000,13188303000,787257000,-2653989000,0,-1681158000,558456000,-1252109000,-1384717000,6922019000,2480173000,0,195786000,8581250000,-41710000,2202241000,6808682000,685691000,25850,0.14247230637825894,1760088000,0.12429004626324418,7573.926499032882,0.044200191085694326,18717.833655705996,263391.9535783366,0.5162667251427269,249235958.4,234620041.6,9076.210506769825,39182822000,2.766926857693741,-0.11871634008971316,-7410129000,40998263000,-0.18074251096930619,404760.7350096712,0.8575276936217411,2.9420662921486374,1611721.2765957448,57.14355591658634,0.04842062789604279,0.2890223452294246,0.6385994893757206,0.01799638522747763,NA,0.8312783651354593,3920114000,119931001000,0.03268641108065128,131913.75379619582
Heild,2009,A-hluti,224805811000,385963685000,170841154000,127448965000,14922130000,167292710000,7108676000,-9519076000,9501030000,3530398000,409981000,NA,NA,161157878000,71702320000,10747264000,33731051000,49772174000,-18034028000,NA,88265172000,10293789000,319311,0.41754673888555083,10657120000,0.062380285724363584,105636.98400618833,0.104811513882084,46732.276683233584,276423.8375752793,0.5276091946863674,3006804310.4,11915325689.6,37315.73822887405,163850755000,0.959082464404332,0.020664798365855105,-125200654000,550943957000,-0.2272475310950729,399137.4083573695,0.5824532611144492,1.315876214462939,704034.0326515529,15.917438661313147,0.060253567474731526,1.440610570878419,0.6385994893757206,0.21710995885575485,NA,0.49603786558801544,12172245395.999996,1462499250056,0.008322907102710591,33851.49775257228
Heild,2009,A og B-hluti,561618674000,769345491000,222602691000,126560390000,14922130000,206925068000,20329132000,-30369943000,10828834000,-3863486000,534348000,NA,NA,207726823000,77033045000,0,40096969000,76938004000,-45746721000,NA,100471350000,26677769000,319311,0.27000460187268455,36006755000,0.16175345786812614,125573.40335910757,0.10546977817471727,46732.276683233584,314650.4505012355,0.48554460303475655,3917807361.6000004,11004322638.4,34462.71076912477,484585629000,2.1769082252469265,-0.01735597167601177,-109790303000,606665826000,-0.18097327770033317,396354.61979073694,0.7299953981273155,2.522964441611355,1758845.3701876854,18.164398567211524,0.11984477312540665,1.0012352932888666,0.6385994893757206,0.2828900411442451,NA,0.7227565069517089,75253732148,1860441978751,0.0404493840751332,209283.6170981102
Helgafellssveit,2009,A-hluti,11588000,73041000,22859000,14812000,6938000,29423000,983000,4190000,0,-2374000,0,NA,NA,61453000,40769000,0,38101000,11588000,-1230000,NA,2812000,-1391000,60,0.8413493791158391,-5581000,-0.2441489129008268,635016.6666666666,0.31898850574712645,115633.33333333333,46866.666666666664,0.09557149169017436,402318.4,6535681.6,108928.02666666666,-29181000,-1.2765650290913864,-0.10385406185747408,10046000,75023000,0.13390560228196685,246866.66666666666,0.15865062088416093,0.5069338116278053,193133.33333333334,100000,-0.0608513058314012,3.5182084915429757,0.6385994893757206,2.9049888936501214e-5,NA,0.5510747574662355,40708000,259173000,0.15706883047231,651328
Helgafellssveit,2009,A og B-hluti,11588000,73041000,22859000,14812000,6938000,29423000,983000,4190000,0,-2374000,0,NA,NA,61453000,40769000,0,38101000,11588000,-1230000,NA,2812000,-1391000,60,0.8413493791158391,-5581000,-0.2441489129008268,635016.6666666666,0.31898850574712645,115633.33333333333,46866.666666666664,0.09557149169017436,402318.4,6535681.6,108928.02666666666,-29181000,-1.2765650290913864,-0.10385406185747408,1462000,71800000,0.020362116991643454,246866.66666666666,0.15865062088416093,0.5069338116278053,193133.33333333334,100000,-0.0608513058314012,3.5182084915429757,0.6385994893757206,2.9049888936501214e-5,NA,0.5096538681444341,32139000,266848000,0.12043935124115601,514224
Hörgársveit,2009,A-hluti,210482000,587179000,353663000,179691000,130879000,334505000,16134000,-36909000,0,-17751000,0,-14644000,-6399000,376697000,65824000,476000,41846000,80071000,-19936000,20000000,66421000,35269000,590,0.6415369078253821,35292000,0.09978991299627046,70925.42372881356,0.421415461892649,221828.81355932204,112577.96610169491,0.19856504387079416,6224468.800000001,124654531.2,211278.86644067796,145134000,0.4103737173523948,-0.05019184930286742,-46858000,1017768000,-0.04603996195596639,304561.0169491525,0.3584630921746179,0.5951484888156239,356749.1525423729,4.115058550001418,0.09972487933428151,0.8220704125088983,0.6385994893757206,4.4944533317073496e-4,NA,0.7855300822171384,185669000,2972730000,0.06245740447332923,300435.27508090617
Hörgársveit,2009,A og B-hluti,210483000,580907000,354575000,179691000,130879000,335573000,16993000,-39667000,0,-20665000,0,-14644000,-19416000,370424000,64480000,0,41846000,80072000,-6734000,20000000,66421000,34990000,590,0.6376648930035272,35995000,0.10151589931608264,70925.42372881356,0.421415461892649,221828.81355932204,112577.96610169491,0.1979330875845196,6240520,124638480,211251.66101694916,146003000,0.411769019248396,-0.058281040682507224,-53422000,1040708000,-0.05133236219957952,304561.0169491525,0.36233510699647276,0.5936205316223648,356750.8474576271,4.1727064875678765,0.09868152012973277,0.8052752522729544,0.6385994893757206,4.5060432957084377e-4,NA,0.7855338142706261,164485000,2994990000,0.054920049816526935,266156.9579288026
Hrunamannahreppur,2009,A-hluti,416578000,754885000,533273000,238738000,156442000,500533000,9206000,-11016000,0,21724000,0,-32801000,88241000,338307000,165407000,52086000,9427000,96729000,-81160000,NA,273032000,38471000,793,0.44815700404697406,41946000,0.07865764814644656,11887.767969735183,0.395875297332861,197278.68852459016,344302.64817150065,0.5454825156383295,9385604.8,147056395.2,185443.1213114754,303257000,0.5686712059301708,0.0407371083853861,-118658000,1613507000,-0.07354043087510621,301056.74653215636,0.551842995953026,0.7811721200960858,525319.0416141236,7.882742845260066,0.07214128598297682,1.7100042386461145,0.6385994893757206,6.776989992053376e-4,NA,0.44131690155019954,198793000,4124342000,0.048199931043545856,248491.25
Hrunamannahreppur,2009,A og B-hluti,701527000,874939000,600246000,236412000,156442000,515946000,29514000,-71138000,-713000,12449000,0,-48815000,481000,173410000,137963000,0,10313000,131971000,-15851000,NA,286098000,83005000,793,0.1981966742824357,113814000,0.18961225897382072,13005.044136191676,0.398219185753486,197278.68852459016,360779.31904161413,0.5545115186473003,10564329.600000001,145877670.4,183956.70920554857,563564000,0.9388883890938049,0.02073983000303209,-68817000,1698364000,-0.04051958237456753,298123.5813366961,0.8018033257175643,1.1687324863472643,884649.4325346785,6.789518703692549,0.13828496982903676,1.0454039144963667,0.6385994893757206,7.628102556795621e-4,NA,0.6142737182400313,310460000,4964950000,0.062530337667046,388075
Húnavatnshreppur,2009,A-hluti,137473000,474903000,304010000,144487000,126065000,327397000,8051000,6363000,0,-17024000,0,-11003000,-2434000,337428000,173117000,0,142809000,33088000,-32465000,25000000,133813000,-1481000,428,0.710519832471052,-15336000,-0.05044570902272952,333665.8878504673,0.4659547887282297,294544.3925233645,312647.19626168226,0.4087178563028983,5350576,120714424,282043.04672897194,-35644000,-0.11724614321897306,-0.05599815795533042,27150000,963307000,0.028184161435554814,337586.44859813084,0.289480167528948,0.452198940824315,321198.5981308411,100000,-0.004871550277951383,5.232017649903288,0.6385994893757206,3.863448416634907e-4,NA,0.3472136629522241,-36775000,1943102000,-0.018925923600510937,-98263.19305277221
Húnavatnshreppur,2009,A og B-hluti,134264000,476934000,305149000,144487000,126065000,332095000,8051000,10670000,-82000,-16358000,0,-12142000,0,342668000,181648000,0,149367000,32248000,-26465000,25000000,133874000,-3443000,428,0.7184809638230867,-18895000,-0.06192056995107308,348988.31775700935,0.4659547887282297,294544.3925233645,312789.7196261682,0.4031195892741535,5370622.4,120694377.6,281996.2093457944,-47384000,-0.1552815182091372,-0.05360659874356462,-10201000,939350000,-0.010859636983020173,337586.44859813084,0.2815190361769133,0.4399948877433647,313700.9345794392,100000,-0.01128301256107672,5.632845447779707,0.6385994893757206,3.8779231633424073e-4,NA,0.22434129070095793,-66947000,2000072000,-0.033472294997380095,-178883.09953239813
Húnaþing vestra,2009,A-hluti,409368000,1384512000,826342000,321218000,283195000,828411000,35697000,950000,-165000000,-166119000,970000,-29361000,-63337000,975142000,281088000,69798000,112190000,120484000,-28393000,64902000,442539000,54042000,1245,0.7043218115841539,33628000,0.0406950148969797,90112.44979919678,0.4685455144081944,227465.86345381525,355453.0120481928,0.534202225706805,14543619.200000001,268651380.8,215784.24160642573,198078000,0.23970462592969982,-0.20102935588412546,-52350000,2565126000,-0.02040835420950082,258006.42570281125,0.29567818841584614,0.495397789293053,328809.6385542169,3.665260353058732,0.06539907205491188,2.332990272567312,0.6385994893757206,0.00105013969655568,NA,0.4184911061132693,253064000,5987719000,0.042263840370598556,210579.57145828998
Húnaþing vestra,2009,A og B-hluti,850953000,1532593000,915702000,317546000,283195000,889843000,62832000,-69259000,-165138000,-208538000,970000,-57279000,-29475000,681641000,195135000,0,112190000,145040000,-73648000,84000000,448794000,74433000,1245,0.4447632215467512,88691000,0.09685574564650945,90112.44979919678,0.4714094759638513,227465.86345381525,360477.1084337349,0.504351891288688,16116355.200000001,267078644.8,214520.99983935745,655818000,0.7161915120858096,-0.22773566072805346,-364629000,2644501000,-0.13788196714616482,255057.0281124498,0.5552367784532488,0.9292903149714645,683496.3855421686,8.810850026198057,0.08128517792906426,1.3453874793160507,0.6385994893757206,0.0011637010104961739,NA,0.581504272686582,246242000,6629910000,0.03714107732985817,204902.8500104015
Hvalfjarðarsveit,2009,A-hluti,51491000,1645933000,540229000,410811000,74568000,451958000,21883000,33459000,0,121730000,0,-968000,NA,1594443000,260241000,0,211307000,49797000,-166117000,NA,232941000,134729000,641,0.9687168311225305,110154000,0.20390241915928245,329652.1060842434,0.1536284017231895,116330.73322932917,363402.496099844,0.515404086220401,9508030.4,65059969.6,101497.61248049923,-208750000,-0.38641020752310595,0.22533036915826438,333942000,1591879000,0.20977850703476836,640890.7956318252,0.031283168877469514,0.09531328381112454,80329.17316692667,0,0.24939238730242175,5.226037713115248,0.6385994893757206,6.8653888841494e-4,NA,0.4820938702519498,1387834000,3974572000,0.3491782259825712,2170186.082877248
Hvalfjarðarsveit,2009,A og B-hluti,51491000,1645934000,540229000,410811000,74568000,451958000,21883000,33459000,0,121730000,0,-968000,NA,1594443000,260242000,0,211307000,49797000,-166117000,NA,232941000,134729000,641,0.9687162425710873,110154000,0.20390241915928245,329652.1060842434,0.1536284017231895,116330.73322932917,363402.496099844,0.515404086220401,9508030.4,65059969.6,101497.61248049923,-208751000,-0.38641205858996835,0.22533036915826438,349566000,1606283000,0.21762416709882382,640890.7956318252,0.03128375742891265,0.09531328381112454,80329.17316692667,0,0.24939238730242175,5.226057794646263,0.6385994893757206,6.8653888841494e-4,NA,0.4820938702519498,1387991000,4009248000,0.3461973417458835,2170431.5871774824
Hveragerðisbær,2009,A-hluti,1889012000,2030991000,1282278000,812743000,198853000,1229965000,42824000,-149036000,0,-96723000,22346000,-126103000,-64122000,141979000,407901000,179674000,78000,280270000,-110808000,282765000,670149000,47965000,2315,0.06990626743299207,95137000,0.07419373957909284,33.69330453563715,0.19657353330776317,85897.6241900648,289481.2095032397,0.5448520892870935,22568092.8,176284907.2,76148.98799136069,1660785000,1.2951832597923383,-0.07543060085254523,-432155000,3744515000,-0.11541013989795741,351076.8898488121,0.9300937325670079,1.4731688448214817,815987.9049676026,34.6249348483269,0.03740608510790952,1.4553858779034503,0.6385994893757206,0.0016295565635294153,NA,0.37432959461888277,-386317000,12212120000,-0.031633901402868626,-144810.04591884546
Hveragerðisbær,2009,A og B-hluti,1916125000,2045238000,1363502000,812743000,198853000,1271172000,57465000,-187745000,0,-95415000,22346000,-149653000,-61705000,129113000,223658000,0,78000,241342000,-117191000,282765000,670658000,76127000,2315,0.06312859432496365,149795000,0.10986049158710438,33.69330453563715,0.19657353330776317,85897.6241900648,289701.0799136069,0.5275902867589909,23997635.200000003,174855364.8,75531.47507559396,1692467000,1.2412647726222623,-0.0699778951552693,-369849000,3914173000,-0.09448969169221698,351076.8898488121,0.9368714056750364,1.4052968019115484,827699.7840172786,22.232151536248637,0.05583196797657796,0.926726388278874,0.6385994893757206,0.0017327784095847274,NA,0.36681283983250995,-378358000,12590916000,-0.03005007737324274,-141826.63293037203
Ísafjarðarbær,2009,A-hluti,3407744000,3968535000,2286518000,1394760000,531319000,2266839000,89104000,-263610000,0,-243931000,94685000,-180535000,-448661000,560791000,926075000,522669000,76941000,369173000,-10865000,490000000,1302215000,78879000,3972,0.14130932447364078,108783000,0.0475758336474937,19370.845921450153,0.27585524788962446,133766.1127895267,327848.69083585095,0.5744629415675309,40242716.800000004,491076283.2,123634.51238670695,3004338000,1.313935862302418,-0.1066823003361443,-1640312000,7334101000,-0.22365549642689678,351148.03625377646,0.8586906755263592,1.4903639507758084,857941.5911379658,38.08793214924124,0.03449743234035332,2.50851226931547,0.6385994893757206,0.0029057742662107217,NA,0.5074924045405516,-1133162499.9999998,18279078800,-0.06199231987555083,-299976.8365320979
Ísafjarðarbær,2009,A og B-hluti,5067821000,5183690000,2753037000,1394760000,531319000,2685117000,169129000,-471147000,0,-403227000,94685000,-393600000,-359512000,115869000,433556000,0,77630000,528247000,51059000,490000000,1467962000,126392000,3972,0.0223526098204175,237049000,0.08610454563451199,19544.310171198387,0.27585524788962446,133766.1127895267,369577.5427995972,0.5467031790421051,48453451.2,482865548.8,121567.35871097684,4634265000,1.6833282662020161,-0.14646624800175226,-1525355000,7793227000,-0.19572829073245268,351148.03625377646,0.9776473901795825,1.8408110751871478,1275886.4551863042,36.66580954490791,0.04591002590956823,0.8207448409550835,0.6385994893757206,0.0034986403205773875,NA,0.5751133273149328,-721981499.9999995,21023421100,-0.03434177037913204,-191126.8034414294
Kaldrananeshreppur,2009,A-hluti,31562000,291216000,71671000,37242000,26006000,74320000,4636000,1374000,0,-1275000,0,-2384000,5191000,259654000,78553000,33822000,33418000,9624000,2390000,NA,38637000,3074000,110,0.8916199659359376,1987000,0.027723905066205298,303800,0.41117505691879586,236418.18181818182,351245.45454545453,0.5198735199138859,1261409.6,24744590.4,224950.8218181818,-13169000,-0.18374237836781962,-0.01778962202285443,14218000,223044000,0.06374526999157117,338563.63636363635,0.10838003406406238,0.4403733727728091,286927.2727272727,0,0.04289042988098394,8.162198669991687,0.6385994893757206,9.10816129300485e-5,NA,1.0478055905982337,28612000,524806000,0.05451919375921769,265540.60324825987
Kaldrananeshreppur,2009,A og B-hluti,31814000,276679000,81728000,36992000,26006000,80560000,7476000,-1019000,-222000,-73000,0,-3391000,0,244867000,47203000,0,33418000,9876000,400000,NA,39724000,9672000,110,0.885021992995493,8644000,0.105765465935787,303800,0.41280675577002446,236418.18181818182,361127.2727272727,0.49309831181727903,1438412.8,24567587.2,223341.7018181818,-15389000,-0.18829532106499608,-8.932067345340642e-4,4128000,233324000,0.017692136256878845,336290.9090909091,0.114978007004507,0.3892668363351605,289218.1818181818,0,0.11834377447141739,4.779566626164439,0.6385994893757206,1.0386234406589839e-4,NA,1.4971998682290932,30478000,606501000,0.05025218425031451,282858.4686774942
Kjósarhreppur,2009,A-hluti,4140000,152122000,101808000,78769000,9826000,95201000,2728000,10780000,0,17387000,0,-3201000,NA,147982000,88651000,0,76433000,4140000,-12571000,NA,21864000,20345000,196,0.9727850015119444,9335000,0.0916922049347792,389964.28571428574,0.11090919352107907,50132.65306122449,111551.02040816327,0.22966145313599648,1791820.8,8034179.2,40990.71020408163,-84511000,-0.8301017601760176,0.1707822567971083,78225000,314738000,0.24854005553825723,401882.6530612245,0.02721499848805564,0.04066478076379067,21122.448979591838,0,0.19983694798051232,21.41328502415459,0.6385994893757206,1.293805981384713e-4,NA,0.024755731490008013,119764000,1136119000,0.10541501374415885,502155.13626834383
Kjósarhreppur,2009,A og B-hluti,4140000,152122000,101808000,78769000,9826000,95201000,2728000,10780000,0,17387000,0,-3201000,NA,147982000,88651000,0,76433000,4140000,-12571000,NA,21864000,20345000,196,0.9727850015119444,9335000,0.0916922049347792,389964.28571428574,0.11090919352107907,50132.65306122449,111551.02040816327,0.22966145313599648,1791820.8,8034179.2,40990.71020408163,-84511000,-0.8301017601760176,0.1707822567971083,65193000,310081000,0.2102450649991454,401882.6530612245,0.02721499848805564,0.04066478076379067,21122.448979591838,0,0.19983694798051232,21.41328502415459,0.6385994893757206,1.293805981384713e-4,NA,0.006886364997305335,70259000,1477482000,0.04755320200178412,294587.00209643604
